"Dt Ultima  Totalização";"UF";"Município";"Cargo";"Nr";"Candidato";"Partido";"Situação";"Qt Votos  Válidos";"% Válidos";
"";"AC";"ACRELÂNDIA";"Vereador";"55.000";"FRANCISCA NEUMA MELO LIMA";"PSD";"Não eleito";"82";"1,108"
"";"AC";"ACRELÂNDIA";"Vereador";"70.123";"FRANCISCO JEAN SALDANHA FIGUEREDO";"PT do B";"Não eleito";"74";"1,000"
"";"AC";"ACRELÂNDIA";"Vereador";"55.111";"EVALDO DE SOUZA";"PSD";"Não eleito";"40";"0,540"
"";"AC";"ACRELÂNDIA";"Vereador";"55.222";"JOSE MENDES DA SILVA";"PSD";"Não eleito";"27";"0,365"
"";"AC";"ACRELÂNDIA";"Vereador";"55.555";"MARILENE ARAUJO DA COSTA";"PSD";"Não eleito";"25";"0,338"
"";"AC";"ACRELÂNDIA";"Vereador";"55.123";"RAIMUNDO RODRIGUES MADUREIRA";"PSD";"Não eleito";"17";"0,230"
"";"AC";"ACRELÂNDIA";"Vereador";"55.333";"ISMAEL CUNHA DE ARAUJO";"PSD";"Não eleito";"14";"0,189"
"";"AC";"ACRELÂNDIA";"Vereador";"55.678";"MEZAQUE FRANCISCO DA SILVEIRA JUNIOR";"PSD";"Não eleito";"13";"0,176"
"";"AC";"ACRELÂNDIA";"Vereador";"70.666";"MARIA DA CONCEIÇÃO FIRME NORUEGA";"PT do B";"Não eleito";"10";"0,135"
"";"AC";"ACRELÂNDIA";"Vereador";"55.444";"IVONE MAGALHAES DA SILVA";"PSD";"Não eleito";"6";"0,081"
"";"AC";"ACRELÂNDIA";"Vereador";"70.001";"AZENCLEVER RODRIGUES CORREA";"PT do B";"Não eleito";"0";"0,000"
"";"AC";"ACRELÂNDIA";"Vereador";"70.555";"MARIA APARECIDA BENFICA";"PT do B";"Não eleito";"0";"0,000"
"";"AC";"ACRELÂNDIA";"Vereador";"33.555";"CLAUDEMIR DE ALBUQUERQUE SOARES";"PMN";"Eleito por QP";"334";"4,513"
"";"AC";"ACRELÂNDIA";"Vereador";"33.100";"ROSANGELA SILVA DOS SANTOS";"PMN";"Eleito por média";"229";"3,094"
"";"AC";"ACRELÂNDIA";"Vereador";"33.122";"IRENILDA NINA DE LIMA CAVALCANTE";"PMN";"Suplente";"219";"2,959"
"";"AC";"ACRELÂNDIA";"Vereador";"33.123";"ROZENO DA SILVA MELO";"PMN";"Suplente";"171";"2,310"
"";"AC";"ACRELÂNDIA";"Vereador";"27.123";"VICENTE MARCIAL DA SILVA";"PSDC";"Suplente";"54";"0,730"
"";"AC";"ACRELÂNDIA";"Vereador";"27.127";"SAMUEL MENDES DE CARVALHO";"PSDC";"Suplente";"48";"0,649"
"";"AC";"ACRELÂNDIA";"Vereador";"33.222";"PAULO BRAZ DA SILVA";"PMN";"Suplente";"41";"0,554"
"";"AC";"ACRELÂNDIA";"Vereador";"33.333";"LEANDRO OLIVEIRA CAMARA";"PMN";"Suplente";"18";"0,243"
"";"AC";"ACRELÂNDIA";"Vereador";"27.777";"NADIR DA SILVA";"PSDC";"Suplente";"13";"0,176"
"Última totalização: 07/10/2012 - 19:35:08";"AC";"ASSIS BRASIL";"Prefeito";"45";"HUMBERTO GONÇALVES FILHO";"PSDB";"Eleito";"2.527";"59,459"
"";"AC";"ASSIS BRASIL";"Prefeito";"13";"MARIA ELIANE GADELHA CARIUS";"PT";"Não eleito";"1.723";"40,541"
